From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P63139	P63139	reviewed	NFYB_MOUSE	Nuclear transcription factor Y subunit beta (CAAT box DNA-binding protein subunit B) (Nuclear transcription factor Y subunit B) (NF-YB)	Nfyb	Mus musculus (Mouse)	207
P63154	P63154	reviewed	CRNL1_MOUSE	Crooked neck-like protein 1 (Crooked neck homolog)	Crnkl1	Mus musculus (Mouse)	690
P63158	P63158	reviewed	HMGB1_MOUSE	High mobility group protein B1 (High mobility group protein 1) (HMG-1)	Hmgb1 Hmg-1 Hmg1	Mus musculus (Mouse)	215
P63166	P63166	reviewed	SUMO1_MOUSE	Small ubiquitin-related modifier 1 (SUMO-1) (SMT3 homolog 3) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C)	Sumo1 Smt3c Smt3h3 Ubl1	Mus musculus (Mouse)	101
P63168	P63168	reviewed	DYL1_MOUSE	Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN) (mPIN)	Dynll1 Dlc1 Dncl1 Dnclc1	Mus musculus (Mouse)	89
P63242	P63242	reviewed	IF5A1_MOUSE	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (eIF-4D)	Eif5a	Mus musculus (Mouse)	154
P63254	P63254	reviewed	CRIP1_MOUSE	Cysteine-rich protein 1 (CRP-1) (Cysteine-rich intestinal protein) (CRIP)	Crip1 Crip	Mus musculus (Mouse)	77
P63260	P63260	reviewed	ACTG_MOUSE	Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]	Actg1 Actg	Mus musculus (Mouse)	375
P63271	P63271	reviewed	SPT4A_MOUSE	Transcription elongation factor SPT4-A (DRB sensitivity-inducing factor small subunit 1) (DSIF small subunit 1) (Transcription elongation factor SPT4 1)	Supt4h1a Spt4h Supt4a Supt4h	Mus musculus (Mouse)	117
P63276	P63276	reviewed	RS17_MOUSE	Small ribosomal subunit protein eS17 (40S ribosomal protein S17)	Rps17	Mus musculus (Mouse)	135
P63280	P63280	reviewed	UBC9_MOUSE	SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (mUBC9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I)	Ube2i Ubc9 Ubce2i Ubce9	Mus musculus (Mouse)	158
P63321	P63321	reviewed	RALA_MOUSE	Ras-related protein Ral-A (EC 3.6.5.2)	Rala Ral Ral-a	Mus musculus (Mouse)	206
P63323	P63323	reviewed	RS12_MOUSE	Small ribosomal subunit protein eS12 (40S ribosomal protein S12)	Rps12	Mus musculus (Mouse)	132
P63325	P63325	reviewed	RS10_MOUSE	Small ribosomal subunit protein eS10 (40S ribosomal protein S10)	Rps10	Mus musculus (Mouse)	165
P63328-2	P63328	reviewed	PP2BA_MOUSE	Protein phosphatase 3 catalytic subunit alpha (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin A alpha) (Calmodulin-dependent calcineurin A subunit alpha isoform) (CNA alpha) (Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform)	Ppp3ca Calna	Mus musculus (Mouse)	521
P63330	P63330	reviewed	PP2AA_MOUSE	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16)	Ppp2ca	Mus musculus (Mouse)	309
P67778	P67778	reviewed	PHB1_MOUSE	Prohibitin 1 (B-cell receptor-associated protein 32) (BAP 32)	Phb1 Phb	Mus musculus (Mouse)	272
P67871	P67871	reviewed	CSK2B_MOUSE	Casein kinase II subunit beta (CK II beta) (Phosvitin)	Csnk2b Ck2n	Mus musculus (Mouse)	215
P67984	P67984	reviewed	RL22_MOUSE	Large ribosomal subunit protein eL22 (60S ribosomal protein L22) (Heparin-binding protein HBp15)	Rpl22	Mus musculus (Mouse)	128
P68033	P68033	reviewed	ACTC_MOUSE	Actin, alpha cardiac muscle 1 (EC 3.6.4.-) (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form]	Actc1 Actc	Mus musculus (Mouse)	377
P68037	P68037	reviewed	UB2L3_MOUSE	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (UbcM4) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	Ube2l3 Ubce7	Mus musculus (Mouse)	154
P68040	P68040	reviewed	RACK1_MOUSE	Small ribosomal subunit protein RACK1 (12-3) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) (Receptor of activated protein kinase C 1) (p205) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]	Rack1 Gnb2-rs1 Gnb2l1	Mus musculus (Mouse)	317
P68181	P68181	reviewed	KAPCB_MOUSE	cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta) (EC 2.7.11.11)	Prkacb Pkacb	Mus musculus (Mouse)	351
P68254	P68254	reviewed	1433T_MOUSE	14-3-3 protein theta (14-3-3 protein tau)	Ywhaq	Mus musculus (Mouse)	245
P68368	P68368	reviewed	TBA4A_MOUSE	Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 4) (Alpha-tubulin isotype M-alpha-4) (Tubulin alpha-4 chain)	Tuba4a Tuba4	Mus musculus (Mouse)	448
P68369	P68369	reviewed	TBA1A_MOUSE	Tubulin alpha-1A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Alpha-tubulin isotype M-alpha-1) (Tubulin alpha-1 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	Tuba1a Tuba1	Mus musculus (Mouse)	451
P68372	P68372	reviewed	TBB4B_MOUSE	Tubulin beta-4B chain (Tubulin beta-2C chain)	Tubb4b Tubb2c	Mus musculus (Mouse)	445
P68433	P68433	reviewed	H31_MOUSE	Histone H3.1	H3c1 H3a Hist1h3a; H3c8 H3.1-221 H3g Hist1h3g; H3c10 H3.1-291 H3h Hist1h3h; H3c11 H3.1-I H3i Hist1h3i	Mus musculus (Mouse)	136
P68510	P68510	reviewed	1433F_MOUSE	14-3-3 protein eta	Ywhah	Mus musculus (Mouse)	246
P69566	P69566	reviewed	RANB9_MOUSE	Ran-binding protein 9 (RanBP9) (B-cell antigen receptor Ig beta-associated protein 1) (IBAP-1) (Ran-binding protein M) (RanBPM)	Ranbp9 Ranbpm	Mus musculus (Mouse)	653
P70121	P70121	reviewed	ZHX1_MOUSE	Zinc fingers and homeoboxes protein 1	Zhx1	Mus musculus (Mouse)	873
P70122	P70122	reviewed	SBDS_MOUSE	Ribosome maturation protein SBDS (Protein 22A3) (Shwachman-Bodian-Diamond syndrome protein homolog)	Sbds	Mus musculus (Mouse)	250
P70168	P70168	reviewed	IMB1_MOUSE	Importin subunit beta-1 (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97) (SCG)	Kpnb1 Impnb	Mus musculus (Mouse)	876
P70182	P70182	reviewed	PI51A_MOUSE	Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha) (Phosphatidylinositol 4-phosphate 5-kinase type I beta) (PI4P5KIbeta)	Pip5k1a	Mus musculus (Mouse)	546
P70188-2	P70188	reviewed	KIFA3_MOUSE	Kinesin-associated protein 3 (KAP-3) (KAP3)	Kifap3	Mus musculus (Mouse)	793
P70195	P70195	reviewed	PSB7_MOUSE	Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z) (Proteasome subunit beta-2) (beta-2)	Psmb7 Mmc14	Mus musculus (Mouse)	277
P70196	P70196	reviewed	TRAF6_MOUSE	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	Traf6	Mus musculus (Mouse)	530
P70206	P70206	reviewed	PLXA1_MOUSE	Plexin-A1 (Plex 1) (Plexin-1)	Plxna1 Kiaa4053	Mus musculus (Mouse)	1894
P70217	P70217	reviewed	HXD13_MOUSE	Homeobox protein Hox-D13 (Homeobox protein Hox-4.8)	Hoxd13 Hox-4.8	Mus musculus (Mouse)	339
P70218	P70218	reviewed	M4K1_MOUSE	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (HPK) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	Map4k1 Hpk1	Mus musculus (Mouse)	827
P70227	P70227	reviewed	ITPR3_MOUSE	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3 (IP3 receptor isoform 3) (IP3R-3) (InsP3R3) (Inositol 1,4,5-trisphosphate receptor type 3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)	Itpr3	Mus musculus (Mouse)	2670
P70245	P70245	reviewed	EBP_MOUSE	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase (EC 5.3.3.5) (Cholestenol Delta-isomerase) (Cholesterol-5,6-epoxide hydrolase subunit EBP) (EC 3.3.2.11) (Delta(8)-Delta(7) sterol isomerase) (D8-D7 sterol isomerase) (Emopamil-binding protein)	Ebp Msi	Mus musculus (Mouse)	230
P70255-2	P70255	reviewed	NFIC_MOUSE	Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)	Nfic	Mus musculus (Mouse)	439
P70257-1	P70257	reviewed	NFIX_MOUSE	Nuclear factor 1 X-type (NF1-X) (Nuclear factor 1/X) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/X) (NF-I/X) (NFI-X) (TGGCA-binding protein)	Nfix	Mus musculus (Mouse)	488
P70261	P70261	reviewed	PALD_MOUSE	Paladin	Pald1 Pald	Mus musculus (Mouse)	859
P70268-2	P70268	reviewed	PKN1_MOUSE	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	Pkn1 Pkn Prk1 Prkcl1	Mus musculus (Mouse)	946
P70269	P70269	reviewed	CATE_MOUSE	Cathepsin E (EC 3.4.23.34)	Ctse	Mus musculus (Mouse)	397
P70270	P70270	reviewed	RAD54_MOUSE	DNA repair and recombination protein RAD54-like (EC 3.6.4.12) (RAD54 homolog) (mHR54) (mRAD54)	Rad54l Rad54	Mus musculus (Mouse)	747
P70271	P70271	reviewed	PDLI4_MOUSE	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)	Pdlim4 Ril	Mus musculus (Mouse)	330
P70279	P70279	reviewed	SURF6_MOUSE	Surfeit locus protein 6	Surf6 Surf-6	Mus musculus (Mouse)	355
P70280	P70280	reviewed	VAMP7_MOUSE	Vesicle-associated membrane protein 7 (VAMP-7) (Synaptobrevin-like protein 1)	Vamp7 Sybl1	Mus musculus (Mouse)	220
P70288	P70288	reviewed	HDAC2_MOUSE	Histone deacetylase 2 (HD2) (EC 3.5.1.98) (Protein deacylase HDAC2) (EC 3.5.1.-) (YY1 transcription factor-binding protein)	Hdac2 Yy1bp	Mus musculus (Mouse)	488
P70290	P70290	reviewed	EM55_MOUSE	55 kDa erythrocyte membrane protein (p55) (Membrane protein, palmitoylated 1)	Mpp1	Mus musculus (Mouse)	466
P70295	P70295	reviewed	AUP1_MOUSE	Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1)	Aup1	Mus musculus (Mouse)	410
P70296	P70296	reviewed	PEBP1_MOUSE	Phosphatidylethanolamine-binding protein 1 (PEBP-1) (HCNPpp) [Cleaved into: Hippocampal cholinergic neurostimulating peptide (HCNP)]	Pebp1 Pbp Pebp	Mus musculus (Mouse)	187
P70297	P70297	reviewed	STAM1_MOUSE	Signal transducing adapter molecule 1 (STAM-1)	Stam Stam1	Mus musculus (Mouse)	548
P70302	P70302	reviewed	STIM1_MOUSE	Stromal interaction molecule 1	Stim1 Sim	Mus musculus (Mouse)	685
P70303	P70303	reviewed	PYRG2_MOUSE	CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (CTPsH) (UTP--ammonia ligase 2)	Ctps2	Mus musculus (Mouse)	586
P70315	P70315	reviewed	WASP_MOUSE	Actin nucleation-promoting factor WAS (Wiskott-Aldrich syndrome protein homolog) (WASp)	Was Wasp	Mus musculus (Mouse)	520
P70333	P70333	reviewed	HNRH2_MOUSE	Heterogeneous nuclear ribonucleoprotein H2 (hnRNP H2) (Heterogeneous nuclear ribonucleoprotein H') (hnRNP H') [Cleaved into: Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed]	Hnrnph2 Hnrph2	Mus musculus (Mouse)	449
P70335-2	P70335	reviewed	ROCK1_MOUSE	Rho-associated protein kinase 1 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 1) (Rho-associated, coiled-coil-containing protein kinase I) (ROCK-I) (p160 ROCK-1) (p160ROCK)	Rock1	Mus musculus (Mouse)	1354
P70336-2	P70336	reviewed	ROCK2_MOUSE	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	Rock2	Mus musculus (Mouse)	1388
P70347-2	P70347	reviewed	TANK_MOUSE	TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)	Tank Itraf	Mus musculus (Mouse)	448
P70349	P70349	reviewed	HINT1_MOUSE	Adenosine 5'-monophosphoramidase HINT1 (EC 3.9.1.-) (Desumoylating isopeptidase HINT1) (EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1)	Hint1 Hint Pkci Pkci1 Prkcnh1	Mus musculus (Mouse)	126
P70351	P70351	reviewed	EZH1_MOUSE	Histone-lysine N-methyltransferase EZH1 (EC 2.1.1.356) (ENX-2) (Enhancer of zeste homolog 1)	Ezh1 Enx2	Mus musculus (Mouse)	747
P70353	P70353	reviewed	NFYC_MOUSE	Nuclear transcription factor Y subunit gamma (CAAT box DNA-binding protein subunit C) (Nuclear transcription factor Y subunit C) (NF-YC)	Nfyc	Mus musculus (Mouse)	335
P70362	P70362	reviewed	UFD1_MOUSE	Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1 homolog) (UB fusion protein 1)	Ufd1 Ufd1l	Mus musculus (Mouse)	307
P70365-2	P70365	reviewed	NCOA1_MOUSE	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Nuclear receptor coactivator protein 1) (mNRC-1) (Steroid receptor coactivator 1) (SRC-1)	Ncoa1 Src1	Mus musculus (Mouse)	1447
P70371	P70371	reviewed	TERF1_MOUSE	Telomeric repeat-binding factor 1 (TTAGGG repeat-binding factor 1)	Terf1 Trf1	Mus musculus (Mouse)	421
P70372	P70372	reviewed	ELAV1_MOUSE	ELAV-like protein 1 (Elav-like generic protein) (Hu-antigen R) (HuR) (MelG)	Elavl1 Elra Hua	Mus musculus (Mouse)	326
P70388	P70388	reviewed	RAD50_MOUSE	DNA repair protein RAD50 (mRad50) (EC 3.6.-.-)	Rad50	Mus musculus (Mouse)	1312
P70399-5	P70399	reviewed	TP53B_MOUSE	TP53-binding protein 1 (53BP1) (p53-binding protein 1) (p53BP1)	Tp53bp1 Trp53bp1	Mus musculus (Mouse)	1969
P70404	P70404	reviewed	IDHG1_MOUSE	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)	Idh3g	Mus musculus (Mouse)	393
P70428	P70428	reviewed	EXT2_MOUSE	Exostosin-2 (EC 2.4.1.224) (Exostosin glycosyltransferase 2) (Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase) (Multiple exostoses protein 2 homolog)	Ext2	Mus musculus (Mouse)	718
P70441	P70441	reviewed	NHRF1_MOUSE	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	Nherf1 Nherf Slc9a3r1	Mus musculus (Mouse)	355
P70444	P70444	reviewed	BID_MOUSE	BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)]	Bid	Mus musculus (Mouse)	195
P70445	P70445	reviewed	4EBP2_MOUSE	Eukaryotic translation initiation factor 4E-binding protein 2 (4E-BP2) (eIF4E-binding protein 2) (Phosphorylated heat- and acid-stable protein regulated by insulin 2) (PHAS-II)	Eif4ebp2	Mus musculus (Mouse)	120
P70451-5	P70451	reviewed	FER_MOUSE	Tyrosine-protein kinase Fer (EC 2.7.10.2) (Proto-oncogene c-Fer) (p94-Fer)	Fer Fert2	Mus musculus (Mouse)	823
P70452	P70452	reviewed	STX4_MOUSE	Syntaxin-4	Stx4 Stx4a	Mus musculus (Mouse)	298
P70459	P70459	reviewed	ERF_MOUSE	ETS domain-containing transcription factor ERF	Erf	Mus musculus (Mouse)	551
P70460	P70460	reviewed	VASP_MOUSE	Vasodilator-stimulated phosphoprotein (VASP)	Vasp	Mus musculus (Mouse)	375
P70658-2	P70658	reviewed	CXCR4_MOUSE	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (Fusin) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Pre-B-cell-derived chemokine receptor) (PB-CKR) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	Cxcr4 Cmkar4 Lestr Sdf1r	Mus musculus (Mouse)	359
P70662-2	P70662	reviewed	LDB1_MOUSE	LIM domain-binding protein 1 (LDB-1) (Carboxyl-terminal LIM domain-binding protein 2) (CLIM-2) (LIM domain-binding factor CLIM2) (mLdb1) (Nuclear LIM interactor)	Ldb1 Nli	Mus musculus (Mouse)	411
P70665	P70665	reviewed	SIAE_MOUSE	Sialate O-acetylesterase (SIAE) (EC 3.1.1.53) (Sialic acid-specific 9-O-acetylesterase) (Yolk sac protein 2) [Cleaved into: Sialate O-acetylesterase small subunit; Sialate O-acetylesterase large subunit]	Siae Ysg2	Mus musculus (Mouse)	541
P70670	P70670	reviewed	NACAM_MOUSE	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	Naca Gm1878	Mus musculus (Mouse)	2187
P70671	P70671	reviewed	IRF3_MOUSE	Interferon regulatory factor 3 (IRF-3)	Irf3	Mus musculus (Mouse)	419
P70677	P70677	reviewed	CASP3_MOUSE	Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (CPP-32) (LICE) (Protein Yama) (SREBP cleavage activity 1) (SCA-1) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12]	Casp3 Cpp32	Mus musculus (Mouse)	277
P70694	P70694	reviewed	DHB5_MOUSE	Estradiol 17 beta-dehydrogenase 5 (EC 1.1.1.-) (17-beta-HSD 5)	Akr1c6 Hsd17b5	Mus musculus (Mouse)	323
P70695	P70695	reviewed	F16P2_MOUSE	Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)	Fbp2	Mus musculus (Mouse)	339
P70697	P70697	reviewed	DCUP_MOUSE	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	Urod	Mus musculus (Mouse)	367
P70698	P70698	reviewed	PYRG1_MOUSE	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	Ctps1 Ctps	Mus musculus (Mouse)	591
P70699	P70699	reviewed	LYAG_MOUSE	Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase)	Gaa	Mus musculus (Mouse)	953
P70700	P70700	reviewed	RPA2_MOUSE	DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)	Polr1b Rpa2 Rpo1-2	Mus musculus (Mouse)	1135
P70704-2	P70704	reviewed	AT8A1_MOUSE	Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1)	Atp8a1 Atpc1	Mus musculus (Mouse)	1164
P79457	P79457	reviewed	UTY_MOUSE	Histone demethylase UTY (EC 1.14.11.68) (Male-specific histocompatibility antigen H-YDB) (Ubiquitously transcribed TPR protein on the Y chromosome) (Ubiquitously transcribed Y chromosome tetratricopeptide repeat protein) ([histone H3]-trimethyl-L-lysine(27) demethylase UTY)	Uty Kdm6c	Mus musculus (Mouse)	1212
P80313	P80313	reviewed	TCPH_MOUSE	T-complex protein 1 subunit eta (TCP-1-eta) (EC 3.6.1.-) (CCT-eta)	Cct7 Ccth	Mus musculus (Mouse)	544
P80314	P80314	reviewed	TCPB_MOUSE	T-complex protein 1 subunit beta (TCP-1-beta) (EC 3.6.1.-) (CCT-beta)	Cct2 Cctb	Mus musculus (Mouse)	535
P80315	P80315	reviewed	TCPD_MOUSE	T-complex protein 1 subunit delta (TCP-1-delta) (EC 3.6.1.-) (A45) (CCT-delta)	Cct4 Cctd	Mus musculus (Mouse)	539
P80316	P80316	reviewed	TCPE_MOUSE	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (EC 3.6.1.-) (CCT-epsilon)	Cct5 Ccte Kiaa0098	Mus musculus (Mouse)	541
P80317	P80317	reviewed	TCPZ_MOUSE	T-complex protein 1 subunit zeta (TCP-1-zeta) (EC 3.6.1.-) (CCT-zeta-1)	Cct6a Cct6 Cctz Cctz1	Mus musculus (Mouse)	531
P80318	P80318	reviewed	TCPG_MOUSE	T-complex protein 1 subunit gamma (TCP-1-gamma) (EC 3.6.1.-) (CCT-gamma) (Matricin) (mTRiC-P5)	Cct3 Cctg	Mus musculus (Mouse)	545
P81069	P81069	reviewed	GABP2_MOUSE	GA-binding protein subunit beta-2 (GABP subunit beta-2) (GABPB-2) (GA-binding protein beta-2-1) (GABP subunit beta-2-1) (GABPB2-1)	Gabpb2	Mus musculus (Mouse)	414
P81117	P81117	reviewed	NUCB2_MOUSE	Nucleobindin-2 (DNA-binding protein NEFA) (Prepronesfatin) [Cleaved into: Nesfatin-1]	Nucb2 Nefa	Mus musculus (Mouse)	420
P81122	P81122	reviewed	IRS2_MOUSE	Insulin receptor substrate 2 (IRS-2) (4PS)	Irs2	Mus musculus (Mouse)	1321
P81269	P81269	reviewed	ATF1_MOUSE	Cyclic AMP-dependent transcription factor ATF-1 (cAMP-dependent transcription factor ATF-1) (Activating transcription factor 1) (TCR-ATF1)	Atf1	Mus musculus (Mouse)	269
P83093	P83093	reviewed	STIM2_MOUSE	Stromal interaction molecule 2	Stim2 Kiaa1482	Mus musculus (Mouse)	746
P83510	P83510	reviewed	TNIK_MOUSE	Traf2 and NCK-interacting protein kinase (EC 2.7.11.1)	Tnik Kiaa0551	Mus musculus (Mouse)	1323
P83626	P83626	reviewed	TNR26_MOUSE	Tumor necrosis factor receptor superfamily member 26 (TNF receptor homolog 3)	Tnfrsf26 Tnfrh3	Mus musculus (Mouse)	204
P83741-2	P83741	reviewed	WNK1_MOUSE	Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1)	Wnk1 Hsn2 Prkwnk1	Mus musculus (Mouse)	2377
P83870	P83870	reviewed	PHF5A_MOUSE	PHD finger-like domain-containing protein 5A (PHD finger-like domain protein 5A) (Splicing factor 3B-associated 14 kDa protein) (SF3b14b)	Phf5a	Mus musculus (Mouse)	110
P83877	P83877	reviewed	TXN4A_MOUSE	Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)	Txnl4a Dim1 Txnl4	Mus musculus (Mouse)	142
P83882	P83882	reviewed	RL36A_MOUSE	Large ribosomal subunit protein eL42 (60S ribosomal protein L36a) (60S ribosomal protein L44)	Rpl36a Rpl44	Mus musculus (Mouse)	106
P83887	P83887	reviewed	TBG1_MOUSE	Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1)	Tubg1 Tubg	Mus musculus (Mouse)	451
P83917	P83917	reviewed	CBX1_MOUSE	Chromobox protein homolog 1 (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein)	Cbx1 Cbx	Mus musculus (Mouse)	185
P83940	P83940	reviewed	ELOC_MOUSE	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Stromal membrane-associated protein SMAP1B homolog) (Transcription elongation factor B polypeptide 1)	Eloc Tceb1	Mus musculus (Mouse)	112
P84078	P84078	reviewed	ARF1_MOUSE	ADP-ribosylation factor 1 (EC 3.6.5.2)	Arf1	Mus musculus (Mouse)	181
P84084	P84084	reviewed	ARF5_MOUSE	ADP-ribosylation factor 5	Arf5	Mus musculus (Mouse)	180
P84089	P84089	reviewed	ERH_MOUSE	Enhancer of rudimentary homolog (Mer)	Erh	Mus musculus (Mouse)	104
P84091	P84091	reviewed	AP2M1_MOUSE	AP-2 complex subunit mu (AP-2 mu chain) (Adaptor protein complex AP-2 subunit mu) (Adaptor-related protein complex 2 subunit mu) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	Ap2m1 Clapm1	Mus musculus (Mouse)	435
